ROW_ID,ROW_VERSION,studyName,studyId,studyFileviewId,studyStatus,dataStatus,studyLeads,fundingAgency,summary,summarySource,institutions,diseaseFocus,manifestation,featured,consortium,id,accessRequirements,acknowledgementStatements,relatedStudies
177,99,Regulation of GCPII in Neurofibromas,syn4939904,syn15666677,Completed,None,Barbara Slusher | Nancy Ratner | Anat Stemmer-Rachamimov,NTAP,"Preliminary data suggest that GCPII may be useful as diagnostic marker in clinical pathology to differentiate histologically similar but clinically distinct malignant vs. benign NF1 tumors. This is of great clinical need as there is no consistent method to differentiate neurofibromas and MPNSTs pathologically. GCPII is selectively expressed on non-myelinating Schwann cells in the PNS (Berger, Luthi-Carter et al. 1999), which is thought to be the cell of origin for neurofibroma tumor development. Recent (unpublished data) demonstrated that small molecule GCPII inhibitors could enhance Schwann cell-mediated myelination both in vitro and in vivo, possibly by inducing non-myelinating Schwann cells to differentiate into a myelinating phenotype. By extension, it was considered conceivable that GCPII inhibition could limit the non-myelinating Schwann cell proliferation that occurs in neurofibromas by inducing the Schwann cells into a differentiated phenotype. The goals of this project are to evaluate (1) the Schwann cell enzyme Glutamate Carboxypeptidase II (GCPII) as a potential diagnostic marker to distinguish between malignant and benign peripheral nerve sheath tumors in patients with neurofibromatosis type 1 (NF1), and (2) the potential therapeutic effect of inhibiting GCPII enzymatic activity on the growth of neurofibroma tumors in animal models.",https://www.synapse.org/#!Synapse:syn4939904/wiki/235908,Johns Hopkins Medical Institute | Cincinnati Children's Hospital Medical Center |,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939904,,,"syn4939876, syn8016599, syn7239479, syn11374349"
178,99,Screening of Plexiform Neurofibroma 3D Models,syn4939916,syn8449638,Completed,Published,Raymond Mattingly,NTAP,"In our primary NTAP project we developed and optimized 3D models of NF1 plexiform neurofibromas (PNs) with the goal of providing efficient and effective systems for secondary screening of compounds that would be identified as promising new approaches for these tumors. Another primary NTAP project was performed at NCATS to screen for potential therapeutics using the CellTiter-Glo assay of proliferation as the read-out in a 1536-well 2D growth format. The goals of this project are to prove that cells grown in 3D matrices, as compared to those growing in 2D (on plastic) will exhibit drug sensitivity that is a better clinical predictor.",https://www.synapse.org/#!Synapse:syn4939916/wiki/235914,Wayne State University,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939916,Accessing the data from this study requires a Synapse account.,,syn7217928
179,99,Search of the molecular mechanisms sustaining plexiform neurofibroma formation,syn8016577,syn15666927,Completed,None,Federica Chiara,NTAP,"Mechanical cues, including tissue geometry and intracellular forces, have been shown to regulate the neoplastic transformation process up to malignancy. The hypothesis of this project is that the neoplastic phenotype of Schwann cells (SCs) is fostered by the amplification of integrated signaling pathways triggered not only by loss of neurofibromin and by the ensuing Ras hyperactivation, but also by deregulation in the composition and physical properties of the extracellular matrix (ECM). The goal of this project is to determine the role of the Extracellular Matrix (ECM) in the neoplastic transformation of Schwann cells (SCs).",https://www.synapse.org/#!Synapse:syn8016577/wiki/411636,University of Padova,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn8016577,,,syn7217946
180,99,Studying Cells of Origin Using Mouse Models of Cutaneous NF,syn11374337,syn11601451,Active,None,Piotr Topilko,NTAP,"Despite major progress in the understanding of the mechanisms driving development of NFs, the cells of origin and scenario governing initiation of cNFs, remains unknown. We have recently shown that the neural crest derived boundary cap (BC) cells, transiently present at the interface between central and peripheral nervous system in a mouse embryo, migrate sequentially along nerve roots and along peripheral nerves under the skin, two locations where NFs develop with a higher incidence in NF1 patients. Furthermore, in the adult skin, BC derivatives correspond to various types of Schwann cells and dermal stem cells with gliogenic potential, two cell populations considered as the primary pathogenic target of NF1. Based on these observations, we hypothesized that BCs could be directly implicated in the development NFs. To explore such possibility, we have generated mouse line carrying NF1 loss combined with fluorescent tracer in BC cells and their derivatives. All mutant mice develop both paraspinal plexiform and cutaneous NFs whose location and cellular composition faithfully recapitulates NFs present in human NF1 patients.The aim of this study is to take advantage of this unique model and our extensive expertise of NF1 pathology and of mechanisms governing the development of Schwann cells to tackle three important issues concerning the initiation and progression, cellular origin and novel treatment of cNFs.",https://www.synapse.org/#!Synapse:syn11374337/wiki/488810,IBENS,Neurofibromatosis 1,Cutaneous Neurofibroma,,,syn11374337,,,"syn4939892, syn5714423, syn6633069, syn4939908, syn21641985"
181,99,SUZ12 Tumor Study,syn4939908,syn19287828,Completed,None,Thomas de Raedt,NTAP,"The presentation of NF1 features however is not uniform, even within patients of the same family. Genotype-phenotype correlations have thus far been unsuccessful at predicting which patients will develop what features. The only exception is patients carrying an NF1 microdeletion. These patients have a uniform germline deletion of 1.4Mb containing 14 genes, including NF1 and have a more severe phenotype. The vast majority of microdeletion patients present themselves with >1000 cutaneous and subcutaneous neurofibromas. They are at increased risk for the development of plexiform neurofibromas (76% vs 43-50%) and have a 4-fold increase in lifetime risk for MPNSTs (up to 50%); tumors also arise at a younger age. As a consequence NF1 microdeletion patients are followed up more rigorously and any complaint of pain or growing tumors is seldom ignored. NF1 microdeletion patients would benefit tremendously from the development of therapies that would prevent the onset MPNSTs and by inference of plexiform neurofibromas. In this patient group the benefits would outweigh the risk of conducting a prevention trial. The goals of this project are to determine if BRD4 inhibitors can prevent or delay the onset of tumors in a mouse model for MPNST development in NF1 microdeletion patients (NPS mice) and if the treatment with BRD4 inhibitors alters the recruitment of immune cells to tumor initiation sites. Specifically we ask if there is an enhanced recruitment of anti-tumor immune cells, like cytotoxic T-cells, or a reduction in immune suppressive myeloid cells.",https://www.synapse.org/#!Synapse:syn4939908/wiki/235910,Brigham and Womens Hospital,Neurofibromatosis 1,MPNST,,,syn4939908,,,"syn4939892, syn5714423, syn6633069, syn11374337, syn21641985"
182,99,Targeting the mechanisms underlying cutaneous neurofibroma formation in NF1,syn4939910,syn11678416,Completed,Under Embargo,Matthew R. Steensma,NTAP,"Cutaneous neurofibromas (CNFs) can be distinguished from other cutaneous manifestations of NF1 based on their size (0.5-3cm), sessile or polypoid morphology, and typical lack of pigment. CNFs account for substantial morbidity and disfigurement in NF1. Unlike plexiform neurofibromas, which are congenital lesions, CNFs manifest during adolescence suggesting that their pathogenesis is influenced by environmental or hormonal factors. CNFs are comprised of a confederacy of cell types with distinct embryonic lineages, including Schwann-like cells, perineural cells (neural crest or neuro-ectoderm), fibroblasts (mesoderm), and mast cells (bone marrow-derived). The goal of this project is to develop new therapy strategies for peripheral nerve sheath tumors associated with Neurofibromatosis Type 1: Cutaneous Neurofibromas (CNFs) and Malignant Peripheral Nerve Sheath Tumors (MPNSTs).",https://www.synapse.org/#!Synapse:syn4939910/wiki/235911,Spectrum Health,Neurofibromatosis 1,Cutaneous Neurofibroma,,,syn4939910,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn11374357, syn11374353, syn11374339"
183,99,Testing the Pharmacologic role of Molecular Target inhibition on Plexiform Neurofibromas,syn8012599,syn15666937,Active,Under Embargo,Wade Clapp,NTAP,"In a recent gene therapy study performed in the laboratory of Dr. Xandra Breakefield, the efficacy and safety of recombinant adeno-associated viral (AAV) virus mediated delivery of Caspase-1 was tested in a schwannoma mouse model. These studies identified that direct injection of the AAV product into the sciatic schwannoma lead to the regression of well-established tumors and importantly, prevented new tumors from developing (Prabhaka et al., 2013, Human Gene Therapy). Utilizing a similar concept and in collaboration with Dr. Breakefield, we will test the efficacy of AAV serotypes and its associated control serotype in preventing (as well as reducing) existing tumor volume and number in our Nf1 plexiform neurofibroma mouse model.  Angiogenesis plays a major role in tumor development, growth, and invasion of nearby cells, wherein endoglin is expressed on tumor vessels and is essential for angiogenesis. We hypothesize that inhibition of the endoglin pathway as well as the VEGF pathway in a combinatory therapeutic setting using our Nf1 tumor bearing mouse model will provide signification tumor reduction of plexiform neurofibromas.  Neurofibromas are complex tumors composed of Schwann cells, mast cells, fibroblasts and perineurial cells embedded in collagen that provide a lattice for tumor invasion. Fibroblasts are a major cellular constituent in neurofibromas and are a source of collagen that constitutes ~50% of the dry weight of the tumor. Work performed in our lab has shown that two of the prevalent heterozygous cells found in neurofibromas, mast cells and fibroblasts interact directly to contribute to the tumorigenic phenotype. Nf1+/- mast cells secrete elevated concentrations of the profibrotic transforming growth factor-beta (TGF-beta). We will conduct studies exploring a TGF-beta inhibitor, as we foresee this as a potential drug target that could be accelerated to in human testing if successful in our preclinical work.  Goals of Project: To evaluate the therapeutic efficacy of various AAV serotypes, a TGF- beta inhibitor, a VEGF inhibitor and a VEGFR inhibitor against existing plexiform neurofibromas utilizing a novel genetically engineered mouse model of plexiform neurofibroma.",https://www.synapse.org/#!Synapse:syn8012599/wiki/411635,Indiana University,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn8012599,The data from this study is currently under embargo. Please contact the principal investigator for access to the data.,,"syn11374345, syn11374341, syn4939890"
184,99,Drug-Target Explorer,syn11672851,syn15665015,Active,Published,Robert Allaway | Sara Gosline,CTF,"Phenotypic high-throughput screens are often utilized in modern oncology drug discovery pipelines. Such screens are conducted with an array of molecules (panels of oncology drugs, drugs for other indications, and compounds with possibly unknown bioactivity), ultimately measuring a biological change within a disease model. While these screens can yield valuable hits, they also present the challenge of identifying the target(s) that mediate the effect seen in the screen for several reasons. For example, many drugs have a polypharmacologic target profile making it hard to identify which targets are biologically relevant for a given drug. Furthermore, some libraries contain molecules for which drug-target studies have never been conducted. To address these challenges, we developed an application that enables exploration of the chemical-biological interaction space. Drug-target interaction data from ChEMBL (CC BY-SA 3.0), ChemicalProbes.org (CC BY-SA 3.0), DGIdb (open), DrugBank (CC BY-NC 4.0, used with approval), and Klaeger, et al, 2017 was collected for over 280,000 molecules. In addition, when quantitative data were obtained, pChEMBL values were calculated. Each molecule was annotated with a name and chemical structure, and every target was annotated with protein & gene identifiers. An interactive web interface was developed using the R Shiny platform and cheminformatics R packages.",https://www.synapse.org/#!Synapse:syn11672851/wiki/513661,Sage Bionetworks,Multiple,,,,syn11672851,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Allaway RJ, La Rosa S, Guinney J, Gosline SJC. Probing the chemical-biological relationship space with the Drug Target Explorer. J Cheminform. 2018;10(1):41. Published 2018 Aug 20. doi:10.1186/s13321-018-0297-4."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""",syn7239560
185,99,NF Cell Line Compound Screens,syn11817821,syn11818313,Completed,Partially Released,Jeffrey Field,CTF,"This project created the first college course in drug screening, and specifically screened for drugs for NF1 and NF2 related tumor types. Students screened drugs, both known and novel, against NF tumor cell models. The known drugs will serve as a starting point for comparison with other screening efforts. In total, 130 drugs were screened against 11 different NF-related cell lines.",https://www.synapse.org/#!Synapse:syn11817821,University of Pennsylvania,Neurofibromatosis 1,MPNST,,,syn11817821,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Guo J, Grovola MR, Xie H, et al. Comprehensive pharmacological profiling of neurofibromatosis cell lines. Am J Cancer Res. 2017;7(4):923��_934. Published 2017 Apr 1."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""","syn2343195, syn5562324"
186,99,The Development and Validation of PRO Measures to Assess Pain in Individuals with NF1 and pNF,syn4939912,syn19554968,Active,None,Pamela Wolters,NTAP,"Clinical trials for the treatment of PNs in children and adults with NF1 are underway. The FDA recommends including endpoints in NF1 clinical trials that assess changes in symptoms, such as pain, in addition to tumor reduction. Currently, no valid PRO measures exist that assess PN-related pain and its effect on daily functioning. The first phase of this limited-site study is to modify existing PRO pain tools using qualitative methods to ensure understanding of the concepts being assessed and to examine how the current tools work in the NF1/PN population. The second phase is to examine the psychometric properties of the modified PROs in individuals with NF1 and PNs. The goal of this project is to produce the most reliable, valid, and feasible measures of pain intensity and pain interference, as end-points in clinical trials or intervention studies.",https://www.synapse.org/#!Synapse:syn4939912/wiki/235912,National Institutes of Health,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn4939912,,,syn4939896
187,99,TRAPping the metabolic adaptations of plexiform neurofibroma,syn8016650,syn15666923,Active,None,Giorgio Colombo | Andrea Rasola,NTAP,"We have previously shown that in tumor cells the Ras/ERK transduction pathway has a mitochondrial branch, and that the mitochondrial chaperone TRAP1 increases intracellular succinate, thus activating the tumorigenic programs mastered by the transcription factor HIF1. These observations suggest the possibility that hyperactive ERK might target TRAP1 in mitochondria of PN cells, thus leading to succinate-dependent, pro-neoplastic HIF-1 activation. This project aims at investigating the possibility that hyperactive Ras/ERK signalling could contribute to pro-neoplastic metabolic rearrangements in mitochondria of neurofibroma cells by regulating TRAP1 chaperone activity, thus crucially contributing to the processes of growth and malignant transformation of PNs. We will dissect the mode of action of TRAP1, connecting it with the metabolic status of PNs and MPNSTs, which will be thoroughly investigated in in vivo tumor models.",https://www.synapse.org/#!Synapse:syn8016650/wiki/411639,,Neurofibromatosis 1,Plexiform Neurofibroma,,,syn8016650,,,"syn8012530, syn5714288, syn5714290"
188,99,Tunable and Reversible NF1 Schwann Cell Model,syn11374349,syn11601481,Active,None,Gabsang Lee,NTAP,"We will combine the human Schwann cell specification system and temporal 'SMASh' control of NF1 protein to develop a humanized cNF model with hESCs (Figure). First, we will modify the NF1 locus by 'knocking-out' one allele of NF1 and 'knocking-in' the SMASh tag and Puro-selection cassette (as a donor vector) into the other allele. The Lee and Kim labs have been working on genetic editing in human pluripotent stem cells for over three years and have generated many 'knock-in' and 'knock-out' lines. After verification of the gene targeting and pluripotency of the selected clones, established NF1-/SMASh hESC clones will be subjected to our Schwann cell specification protocol. We will treat cells with the asunaprevir (ASv) chemical compound at different time points to assess any cellular and molecular changes, either in intact cells or isolated populations (SOX10::GFP+ neural crest cells, CD49d+ Schwann cell precursors and EGFR+ Schwann cells). The goal of this project is to generate a viable human Schwann cell model for cNF and identify differences in susceptibility to NF1 loss in different stages of Schwann cell development. In addition, we will provide the tunable and reversible method of control of NF1 expression (culminated in NF1-/SMASh hESCs) to the general neurofibroma and neurofibromatosis research community.",https://www.synapse.org/#!Synapse:syn11374349/wiki/488828,Johns Hopkins University,Neurofibromatosis 1,Cutaneous Neurofibroma,,,syn11374349,,,"syn4939876, syn8016599, syn7239479, syn4939904"
190,99,Imaging predictors of malignant peripheral nerve sheath tumors,syn17098100,syn17100984,Active,None,Ina Ly,NTAP,"Malignant peripheral nerve sheath tumors (MPNST) are aggressive soft tissue sarcomas and the leading cause of mortality among neurofibromatosis type 1 (NF1) patients. Most MPNSTs arise from pre-existing internal plexiform neurofibromas (PNs). The only known effective treatment is complete surgical resection with negative margins but this can be limited by diffuse tumor infiltration into adjacent nerves. A limitation to current methods for detection, using standard MRI sequences, is that they are qualitative in nature, and do not reliably distinguish between benign PNs and MPNSTs. The recognition of pre-malignant tumor foci at a quantitative level before development of a clinical MPNST would be highly coveted to enable early intervention. Radiomics is a high-throughput computational method that extracts quantitative features from MRI, such as tumor volume, intensity, shape, and texture. It is hypothesized that radiomic features that will allow for differentiation between benign and malignant tumors can be identified from the analysis of a large database of MPNST and PN image files with paired clinical data, from which a predictive model can be built and validated in a prospective fashion. For this approach, MRI scans and clinical data from 200 NF1 patients will be collected from eight participating sites, including data on previously described risk factors of MPNST. Following review of the provided images to determine which are of sufficient quality for inclusion, a training set (N = 60 in each MPNST and PN group) and validation set (N = 20 in each MPNST and PN group) of 160 patients total will be assembled. Radiomics analysis will be utilized to identify MRI features that differentiate between benign and malignant tumors. The ability of the identified radiomic features (from the training/validation phase) to predict malignant transformation will then be evaluated in an independent test set of 40 patients (N = 20 MPNST, N = 20 PN). Finally, the creation and validation of a predictive model with the ability to stratify patients by their risk of future malignant transformation will be pursued. From this work, the identification of patients at risk of developing MPNST will be realized, thereby enabling early intervention and substantially improving patient morbidity and mortality.",https://www.synapse.org/#!Synapse:syn17098100/wiki/,Massachusetts General Hospital,Neurofibromatosis 1,MPNST,,,syn17098100,,,"syn5714289, syn11681835, syn11638893"
191,99,"Pilot Study of Factors Impacting Medication Adherence in Children, Adolescents, and Adults with Neurofibromatosis Type 1 (NF1) on Clinical Treatment Trials",syn17100988,syn17100997,Active,None,Shruti Garg,NTAP,"Much of the real life impact of NF1 on children and families relates to learning and behavioural difficulties with long term consequences on academic and occupational functioning. Problems with working memory (WM) are particularly relevant for day-to-day functioning since they are important listening and following instructions, reasoning and making decisions. The aim of this study is to understand the brain mechanisms underlying WM difficulties in NF1 and discover new treatments that might be used to help. This study will investigate how the brain chemical GABA as assessed with Magnetic Resonance Spectroscopy (MRS) relates to WM difficulties in NF1 as assessed by cognitive studies and correlated with functional MRI measures such as blood-oxygen level-dependent (BOLD). I hypothesize that GABA concentration is related to WM performance on cognitive studies. Using a mechanistic experimental trial, transcranial Direct Current Stimulation (tDCS) will be used to modulate GABA. We will then study the relationship between baseline GABA levels and WM and levels of GABA after tDCS and its relationahip to WM as assessed both BOLD signal on MRI and WM performance metrics. The clinical study will be conducted in a cohort of 30 adolescents aged 11-17 years (randomized, crossover design) with NF1, applying real or sham tDCS to the dorsolateral prefrontal cortex (DLPFC). The 30 patients enrolled in the study will visit clinic two times, for a total of 60 patient visits. State-of-art real time imaging techniques such as MRS and task based functional MRI (fMRI) will be used to investigate the effect of tDCS on GABA concentration, changes in functional plasticity, and working memory. Exploration of the structural imaging markers that might relate with WM metrics will also be investigated. NF1 focused research will be conducted 3 days a week. It is anticipated that findings from this study will not only help elucidate the neural underpinnings of WM deficits in people with NF1 but, also provide the biologic and functional evidence to support tDCS a novel, low-cost intervention that can be to improve WM in people with NF1.",https://www.synapse.org/#!Synapse:syn17100988/wiki/587928,University of Manchester,Neurofibromatosis 1,,,,syn17100988,,,"syn4939894, syn5698493"
192,99,Phenotypic screening of anti-NF2 drug candidates in merlin-deficient and normal mouse Schwann cells,syn5562324,syn18460035,Completed,Published,Cristina Fernandez-Valle,CTF,"This project was a collaboration between Cenix Bioscience and the University of Central Florida. MS01 and MS11 mouse Schwann cells (NF2-/- and NF2 wild-type) were screened with 95 drugs and vehicle conditions for 48 hours in an 8-point dose response format. The screen also included a 30 minute incubation wih 10 uM EdU to assess DNA synthesis. Phenotypic measurements were performed with an automated microscope (Image Express) and analyzed with the Definiens automated image analysis software. A variety of phenotypes were assessed for all conditions, including EdU-positive nuclei, number of nuclei, oversized nuclei, mitotic nuclei, undersized nuclei, non-ellipsoid nuclei, and condensed nuclei. MS11 were mouse Schwann cells purchased from ScienCell (#M1700). MS01 were derived from Schwann cells from the sciatic nerves of adult Nf2flox2/flox2 mice that underwent Nf2 exon 2 deletion by in vitro infection with a Cre-expressing adenovirus.",Robert Allaway/Alejandra Petrilli,University of Central Florida,Neurofibromatosis 2,Schwannoma,yes,,syn5562324,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Petrilli AM, Fuse MA, Donnan MS, et al. A chemical biology approach identified PI3K as a potential therapeutic target for neurofibromatosis type 2. Am J Transl Res. 2014;6(5):471��_493. Published 2014 Oct 11."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""","syn2343195, syn11817821"
193,99,Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1.,syn18904024,syn18918530,Completed,Published,J. Elliott Robinson | Viviana Gradinaru,CTF,"We employed the genetically encoded optical dopamine sensor dLight1 to monitor dopaminergic neurotransmission in the ventral striatum of NF1 mice during motivated behavior. Additionally, we developed novel systemic AAV vectors to facilitate morphological reconstruction of dopaminergic populations in cleared tissue. We found that NF1 mice exhibit reduced spontaneous dopaminergic neurotransmission that was associated with excitation/inhibition imbalance in the ventral tegmental area and abnormal neuronal morphology. Additionally, NF1 mice had more robust dopaminergic and behavioral responses to salient visual stimuli. These phenotypes were reversible, stimulus-dependent, and independent of learning. Overall, these studies provide a first in vivo characterization of dopaminergic circuit function in the context of NF1 and reveal novel pathophysiological mechanisms.",J Elliot Robinson,California Institute of Technology,Neurofibromatosis 1,,,,syn18904024,Accessing the data from this study requires a Synapse account.,"If you use data from this study in a publication or talk, please cite the following publication: ""Robinson JE, Coughlin GM, Hori AM, et al. Optical dopamine monitoring with dLight1 reveals mesolimbic phenotypes in a mouse model of neurofibromatosis type 1. Elife. 2019;8:e48983. Published 2019 Sep 23. doi:10.7554/eLife.48983."" In addition, please acknowledge the NF Data Portal using the following statement: ""The results published here are in whole or in part based on data obtained from the NF Data Portal (http://www.nfdataportal.org) and made available through the NF Open Science Initiative.""",syn4939872
205,99,Exploring Nonsense Suppression as a Treatment for NF1,syn21641813,syn21666953,Active,None,David Bedwell,GFF,"Nonsense mutations comprise around 20% of NF1 mutations. Nonsense mutations are gene lesions that introduce a premature termination codon (PTC) into a messenger RNA (mRNA). A PTC reduces protein expression through two mechanisms. First, a PTC prematurely terminates translation of an mRNA, which prevents the formation of a full-length, functional protein. Second, a PTC can trigger the nonsense-mediated mRNA decay (NMD) pathway, which degrades the mRNA and prevents it from undergoing translation. Together, these two PTC-mediated mechanisms can severely reduce neurofibromin protein expression and function. Since PTCs are found in a significant number of NF1 patients, we propose to identify therapies that suppress the effects of PTCs to restore neurofibromin protein expression and function. Work previously funded by the Cystic Fibrosis Foundation (CFF) developed and characterized reporters that can detect compounds capable of suppressing termination at PTCs and/or inhibiting nonsense-mediated mRNA decay (NMD) of PTC-containing mRNAs. A total of 771,345 small molecules were screened and 157 compounds were confirmed as hits. The project proposed here would examine whether this collection of new, validated, PTC suppression agents restore full-length neurofibromin protein and its function in NF1 cell and animal models that carry nonsense mutations. The goal of this study is to identify multiple compounds for advancement to Investigational New Drug (IND) status in preparation for future clinical trials.",https://www.synapse.org/#!Synapse:syn21641813/wiki/601388,"University of Alabama, Birmingham",Neurofibromatosis 1,,,,,Accessing the data from this study requires a Synapse account. You must also [request access](https://www.synapse.org/#!Synapse:syn7231973/wiki/588793) from the study investigators.,,"syn21641876, syn21642027"
206,99,Genome Editing with Engineered Vectors to Correct Neurofibromatosis Type I,syn21641872,syn21667850,Active,None,Charles Gersbach,GFF,"Neurofibromatosis type I (NF1) is caused by mutations to the NF1 gene that lead to the development of tumors of the peripheral nervous system. Gene therapy has seen tremendous advances in recent years in the delivery of genes to select tissues to compensate for mutations that cause genetic disease. However, there are two primary challenges that prevent extending these developments to NF1. First, there is currently no method to deliver genes to the cells that initiate tumor development. Second, the NF1 gene is particularly large and is not accommodated within the size-restricted viruses currently used for gene therapy. A team was assembled with the unique and complementary expertise to overcome both of these challenges and apply the resulting technology to clinically relevant animal models of NF1. First, an innovative strategy will be used to engineer new viruses that target the tumor initiating cells of the peripheral nervous system. Second, CRISPR-based genome editing will be used to restore the mutated NF1 gene, thereby circumventing the need to deliver a copy of the full-length NF1 gene sequence. Finally, the ability of these engineered viruses and genome editing strategies to reduce tumor burden in a mouse model of NF1 will be tested. Each of these approaches have been successfully applied in the context of other disease areas, and through this project this success will be extended to address the challenges of developing a gene therapy for NF1. This work will also involve several technological advances that will be generally useful to the field and complement other strategies being explored to apply gene therapy and genome editing to NF1. The team is further complemented by direct clinical experience with NF1 patients. This project applies some of the most exciting modern biotechnologies to a particularly challenging disease that will be certain to catalyze new innovations for treating NF1.",https://www.synapse.org/#!Synapse:syn21641872/wiki/601390,Duke University,Neurofibromatosis 1,,,,,,,"syn21641931, syn21641945, syn21641955, syn21642010"
207,99,Ataluren-promoted therapeutic nonsense suppression for neurofibromatosis,syn21641876,syn21668311,Active,None,Allan Jacobson,GFF,"Nonsense codons are words in the genetic code that instruct the gene expression apparatus to stop the process of protein synthesis at a precise point, i.e., they delineate the boundary of the information in a gene that encodes a specific protein. Although nonsense codons are normally an integral part of the flow of information from DNA to RNA to protein, they also arise in random places within genes because of a specific type of mutation known as a nonsense mutation. Such mutations halt the process of protein synthesis prematurely and thus inactivate the function of genes and cause genetic disorders. Nonsense mutations comprise ~20% of the disease-causing mutations in neurofibromatosis type 1 (NF1). The drug, ataluren, can suppress protein synthesis termination at premature nonsense codons and produce limited but functionally significant quantities of essential proteins in patients with Duchenne muscular dystrophy (DMD) and in mouse and tissue culture models of multiple diseases. In the experiments of this proposal mouse cells will be grown and live mice whose NF1 genes harbor nonsense mutations and test whether ataluren can restore the synthesis and function of the NF1 protein in these cells and animals. Success with these experiments will lead to the initiation of phase 2 proof-of-concept clinical trials with neurofibromatosis patients whose disease is caused by nonsense mutations.",https://www.synapse.org/#!Synapse:syn21641876/wiki/601392,University of Massachusetts,Neurofibromatosis 1,,,,,,,"syn21641813, syn21642027"
208,99,NF1 Gene Rescue in Translational Animal Models,syn21641931,syn21668501,Active,None,Robert Kesterson,GFF,"The goal of this project is to test new technologies for correcting NF1 mutations at the genome or DNA level instead of current efforts that are focused largely on regulating targets in the NF1 signaling pathway. The proposal establishes a new collaborative team that brings together the expertise of two laboratories, each of which has established critical technologies and reagents on hand that provides a new approach for treating NF1. The Kesterson lab (UAB) has established several critical reagents for the study of NF1 including a newly created system to study NF1 by having a full-length NF1 cDNA that represents the key ""coding"" regions of the NF1 gene, which has all the critical information needed to produce the entire neurofibromin protein. His laboratory has also created the first mice and rats that have mutations in their NF1 gene that completely mimic those seen in patients. The Zhou lab (Yale) has developed key technologies based on ""nanoparticles"" for delivery of large size DNA like NF1, or for gene-editing reagents known as CRISPR/Cas9 that can correct mutations at the DNA level. This project proposes to conduct needed pre-clinical studies in NF1 relevant animal models to assess the ability to use nanoparticles to 1) deliver the cDNA that will then make neurofibromin protein, and 2) deliver the gene-editing reagents to directly correct the mutation causing NF1. Rats will also be created that carry NF1 patient mutations and characterize those for tumor formation and cognitive deficits. Rats are well known in the neuroscience field as the preferred species to assess cognitive and behavioral function. The ability of the nanoparticles to treat anticipated cognitive and behavioral deficits in the rats with NF1 mutations will be tested as well. If successful, the new systems will provide essential pre-clinical data and lay the foundation for clinical trials using nanomedicine to treat NF1 disease.",https://www.synapse.org/#!Synapse:syn21641931/wiki/601396,"University of Alabama, Birmingham",Neurofibromatosis 1,,,,,,,"syn21641872, syn21641945, syn21641955, syn21642010"
